word	category
Tupfer	highA_lowS
Schleppe	highA_lowS
Stativ	highA_lowS
Banane	highA_lowS
Ranzen	highA_lowS
Ausweis	highA_lowS
Bikini	highA_lowS
Krücke	highA_lowS
Schlaufe	highA_lowS
Lineal	highA_lowS
Prothese	highA_lowS
Webstuhl	highA_lowS
Butter	highA_lowS
Bumerang	highA_lowS
Peperoni	highA_lowS
Wickel	highA_lowS
Skizze	highA_lowS
Umschlag	highA_lowS
Einrad	highA_lowS
Paddel	highA_lowS
Lasche	highA_lowS
Krokette	highA_lowS
Knauf	highA_lowS
Textilie	highA_lowS
Himbeere	highA_lowS
Kartoffel	highA_lowS
Karabiner	highA_lowS
Rollstuhl	highA_lowS
Toast	highA_lowS
Anker	highA_lowS
Tabak	highA_lowS
Spaghetti	highA_lowS
Zügel	highA_lowS
Regal	highA_lowS
Scharnier	highA_lowS
Filet	highA_lowS
Spind	highA_lowS
Degen	highA_lowS
Matte	highA_lowS
Schlitten	highA_lowS
Waage	highA_lowS
Hacke	highA_lowS
Mappe	highA_lowS
Zeichnung	highA_lowS
Haken	highA_lowS
Tandem	highA_lowS
Knopf	highA_lowS
Mikroskop	highA_lowS
Scheck	highA_lowS
Magnet	highA_lowS
Mango	highA_lowS
Paket	highA_lowS
Jeans	highA_lowS
Wiege	highA_lowS
Orange	highA_lowS
Flyer	highA_lowS
Olive	highA_lowS
Schrubber	highA_lowS
Zahnspange	highA_lowS
Folie	highA_lowS
Gurt	highA_lowS
Kajak	highA_lowS
Angel	highA_lowS
Krone	highA_lowS
Leiter	highA_lowS
Atlas	highA_lowS
Aubergine	highA_lowS
Zwetschge	highA_lowS
Maultasche	highA_lowS
Widerhaken	highA_lowS
Kamm	highA_lowS
Dynamit	highA_highS
Posaune	highA_highS
Drucker	highA_highS
Roller	highA_highS
Seilzug	highA_highS
Trommel	highA_highS
Alphorn	highA_highS
Stapler	highA_highS
Wischer	highA_highS
Granate	highA_highS
Gitarre	highA_highS
Blinker	highA_highS
Klöppel	highA_highS
Telefon	highA_highS
Hammer	highA_highS
Klavier	highA_highS
Saxophon	highA_highS
Pistole	highA_highS
Triangel	highA_highS
Schalter	highA_highS
Peitsche	highA_highS
Flinte	highA_highS
Schaukel	highA_highS
Trompete	highA_highS
Knarre	highA_highS
Rekorder	highA_highS
Geschütz	highA_highS
Keyboard	highA_highS
Zapfhahn	highA_highS
Böller	highA_highS
Dusche	highA_highS
Säugling	highA_highS
Rakete	highA_highS
Moped	highA_highS
Motorrad	highA_highS
Kanone	highA_highS
Tastatur	highA_highS
Gewehr	highA_highS
Bohrer	highA_highS
Mörser	highA_highS
Revolver	highA_highS
Lasso	highA_highS
Rassel	highA_highS
Computer	highA_highS
Tamburin	highA_highS
Fagott	highA_highS
Pfeife	highA_highS
Blech	highA_highS
Harfe	highA_highS
Flöte	highA_highS
Wippe	highA_highS
Karussell	highA_highS
Walze	highA_highS
Geige	highA_highS
Akkordeon	highA_highS
Mixer	highA_highS
Bombe	highA_highS
Cello	highA_highS
Hobel	highA_highS
Saite	highA_highS
Xylophon	highA_highS
Hebebühne	highA_highS
Klaviatur	highA_highS
Meißel	highA_highS
Dudelsack	highA_highS
Schleifer	highA_highS
Mikrofon	highA_highS
Schleuder	highA_highS
Festwagen	highA_highS
Blasebalg	highA_highS
Schläger	highA_highS
Banjo	highA_highS
Mäher	highA_highS
Taktstock	highA_highS
Kran	highA_highS
Kühltruhe	highA_highS
Besen	highA_highS
Lagerfeuer	highA_highS
Säge	highA_highS
Mofa	highA_highS
Pferd	highA_highS
Dampfwalze	highA_highS
Tuba	highA_highS
Schlagzeug	highA_highS
Kontrabass	highA_highS
Beil	highA_highS
Rohrstock	highA_highS
Blockflöte	highA_highS
Motorsäge	highA_highS
Trampolin	highA_highS
Kettensäge	highA_highS
Hupe	highA_highS
Schlagwerk	highA_highS
Klarinette	highA_highS
Mundstück	highA_highS
Brecheisen	highA_highS
