word	category
Roboter	highA_highS
Trommel	highA_highS
Seilzug	highA_highS
Drucker	highA_highS
Wischer	highA_highS
Stapler	highA_highS
Alphorn	highA_highS
Gitarre	highA_highS
Roller	highA_highS
Granate	highA_highS
Klöppel	highA_highS
Baseball	highA_highS
Blinker	highA_highS
Triangel	highA_highS
Hammer	highA_highS
Pistole	highA_highS
Bagger	highA_highS
Telefon	highA_highS
Flinte	highA_highS
Klavier	highA_highS
Saxophon	highA_highS
Peitsche	highA_highS
Knebel	highA_highS
Knarre	highA_highS
Schalter	highA_highS
Rekorder	highA_highS
Trompete	highA_highS
Geschütz	highA_highS
Zapfhahn	highA_highS
Keyboard	highA_highS
Dusche	highA_highS
Böller	highA_highS
Truck	highA_highS
Tastatur	highA_highS
Säugling	highA_highS
Tamburin	highA_highS
Revolver	highA_highS
Moped	highA_highS
Rakete	highA_highS
Computer	highA_highS
Kanone	highA_highS
Lasso	highA_highS
Rassel	highA_highS
Walze	highA_highS
Wippe	highA_highS
Fagott	highA_highS
Harfe	highA_highS
Blech	highA_highS
Karussell	highA_highS
Flöte	highA_highS
Mixer	highA_highS
Geige	highA_highS
Akkordeon	highA_highS
Bombe	highA_highS
Cello	highA_highS
Werkzeug	highA_highS
Hobel	highA_highS
Hebebühne	highA_highS
Klaviatur	highA_highS
Schleifer	highA_highS
Dudelsack	highA_highS
Blasebalg	highA_highS
Schleuder	highA_highS
Festwagen	highA_highS
Mäher	highA_highS
Taktstock	highA_highS
Spielzeug	highA_highS
Kran	highA_highS
