word	category
Lastwagen	lowA_highS
Frosch	lowA_highS
Taube	lowA_highS
Tiger	lowA_highS
Panda	lowA_highS
Flughafen	lowA_highS
Stier	lowA_highS
Sägemühle	lowA_highS
Rotor	lowA_highS
Ziege	lowA_highS
Trafo	lowA_highS
Hyäne	lowA_highS
Motor	lowA_highS
Krähe	lowA_highS
Wasserfall	lowA_highS
Singvogel	lowA_highS
Wasserwerk	lowA_highS
Feuersturm	lowA_highS
Schimpanse	lowA_highS
Helikopter	lowA_highS
Kompressor	lowA_highS
Tiergarten	lowA_highS
Schaf	lowA_highS
Küken	lowA_highS
Transistor	lowA_highS
Nachtlokal	lowA_highS
Vogel	lowA_highS
Affe	lowA_highS
Elch	lowA_highS
Esel	lowA_highS
Rabe	lowA_highS
Ente	lowA_highS
Eule	lowA_highS
Kondensator	lowA_highS
Aula	lowA_highS
Hahn	lowA_highS
Rotkehlchen	lowA_highS
Kommode	highA_lowS
Zahnrad	highA_lowS
Schemel	highA_lowS
Vitrine	highA_lowS
Zigarre	highA_lowS
Joghurt	highA_lowS
Strumpf	highA_lowS
Bargeld	highA_lowS
Schminke	highA_lowS
Markise	highA_lowS
Paprika	highA_lowS
Saatgut	highA_lowS
Schlinge	highA_lowS
Korsett	highA_lowS
Kandare	highA_lowS
Sticker	highA_lowS
Bandage	highA_lowS
Diskette	highA_lowS
Krümel	highA_lowS
Schleppe	highA_lowS
Barren	highA_lowS
Schraube	highA_lowS
Skalpell	highA_lowS
Ausweis	highA_lowS
Schlaufe	highA_lowS
Prothese	highA_lowS
Bumerang	highA_lowS
Tupfer	highA_lowS
Stativ	highA_lowS
Umschlag	highA_lowS
Puzzle	highA_lowS
Sattel	highA_lowS
Futter	highA_lowS
Ranzen	highA_lowS
Webstuhl	highA_lowS
Bikini	highA_lowS
Krücke	highA_lowS
Kordel	highA_lowS
Locher	highA_lowS
Lineal	highA_lowS
Hefter	highA_lowS
Ordner	highA_lowS
Skizze	highA_lowS
Krokette	highA_lowS
Sessel	highA_lowS
Butter	highA_lowS
Armlehne	highA_lowS
Schnalle	highA_lowS
Wickel	highA_lowS
Himbeere	highA_lowS
Kuvert	highA_lowS
Notizbuch	highA_lowS
Textilie	highA_lowS
Paddel	highA_lowS
Reifen	highA_lowS
Einrad	highA_lowS
Feuerholz	highA_lowS
Stange	highA_lowS
Spatel	highA_lowS
Kartoffel	highA_lowS
Rollstuhl	highA_lowS
Karabiner	highA_lowS
Scharnier	highA_lowS
Knauf	highA_lowS
Bürste	highA_lowS
Zügel	highA_lowS
Schlitten	highA_lowS
Gurke	highA_lowS
Anker	highA_lowS
Gemüse	highA_lowS
Hosenbund	highA_lowS
Tabak	highA_lowS
Filet	highA_lowS
Zahnpaste	highA_lowS
Degen	highA_lowS
Waage	highA_lowS
Spind	highA_lowS
Matte	highA_lowS
Bleistift	highA_lowS
Nadel	highA_lowS
Tandem	highA_lowS
Gerte	highA_lowS
Magnet	highA_lowS
Mappe	highA_lowS
Konsole	highA_highS
Trommel	highA_highS
Dynamit	highA_highS
Drucker	highA_highS
Posaune	highA_highS
Seilzug	highA_highS
Roboter	highA_highS
Wischer	highA_highS
Gitarre	highA_highS
Stapler	highA_highS
Alphorn	highA_highS
Klöppel	highA_highS
Blinker	highA_highS
Roller	highA_highS
Pistole	highA_highS
Triangel	highA_highS
Schaukel	highA_highS
Saxophon	highA_highS
Bagger	highA_highS
Telefon	highA_highS
Hammer	highA_highS
Peitsche	highA_highS
Klavier	highA_highS
Flinte	highA_highS
Schalter	highA_highS
Geschütz	highA_highS
Zapfhahn	highA_highS
Trompete	highA_highS
Motorrad	highA_highS
Keyboard	highA_highS
Knarre	highA_highS
Tastatur	highA_highS
Dusche	highA_highS
Tamburin	highA_highS
Revolver	highA_highS
Säugling	highA_highS
Computer	highA_highS
Böller	highA_highS
Gewehr	highA_highS
Kanone	highA_highS
Rakete	highA_highS
Karussell	highA_highS
Moped	highA_highS
Walze	highA_highS
Harfe	highA_highS
Blech	highA_highS
Akkordeon	highA_highS
Wippe	highA_highS
Rassel	highA_highS
Lasso	highA_highS
Fagott	highA_highS
Hebebühne	highA_highS
Klaviatur	highA_highS
Xylophon	highA_highS
Saite	highA_highS
Geige	highA_highS
Mixer	highA_highS
Bombe	highA_highS
Flöte	highA_highS
Blasebalg	highA_highS
Dudelsack	highA_highS
Hobel	highA_highS
Schleifer	highA_highS
Cello	highA_highS
Taktstock	highA_highS
Festwagen	highA_highS
Schleuder	highA_highS
Spielzeug	highA_highS
Kühltruhe	highA_highS
Mäher	highA_highS
Lagerfeuer	highA_highS
Säge	highA_highS
Kran	highA_highS
Motorsäge	highA_highS
Dampfwalze	highA_highS
Blockflöte	highA_highS
Trampolin	highA_highS
Beil	highA_highS
Kettensäge	highA_highS
Schlagwerk	highA_highS
Schlagzeug	highA_highS
Brecheisen	highA_highS
Tuba	highA_highS
Feuerwaffe	highA_highS
