word	category
Mausoleum	lowA_lowS
Papagei	lowA_highS
Panther	lowA_highS
Gorilla	lowA_highS
Truthahn	lowA_highS
Auspuff	lowA_highS
Tonband	lowA_highS
Hamster	lowA_highS
Flieger	lowA_highS
Sperling	lowA_highS
Elefant	lowA_highS
Kleinbus	lowA_highS
Kolibri	lowA_highS
Schwein	lowA_highS
Kuckuck	lowA_highS
Brandung	lowA_highS
Waschbär	lowA_highS
Staudamm	lowA_highS
Düsenjet	lowA_highS
Telegraf	lowA_highS
Wachturm	lowA_highS
Detektor	lowA_highS
Saloon	lowA_highS
Stadion	lowA_highS
Metronom	lowA_highS
Jaguar	lowA_highS
Marder	lowA_highS
Grille	lowA_highS
Ferkel	lowA_highS
Kakadu	lowA_highS
Piepser	lowA_highS
Schwan	lowA_highS
Flugzeug	lowA_highS
Sirene	lowA_highS
Büffel	lowA_highS
Aufzug	lowA_highS
Propeller	lowA_highS
Zirkus	lowA_highS
Telegraph	lowA_highS
Pavian	lowA_highS
Flugplatz	lowA_highS
Zaunkönig	lowA_highS
Triebwerk	lowA_highS
Spatz	lowA_highS
Biber	lowA_highS
Straße	lowA_highS
Henne	lowA_highS
Lastwagen	lowA_highS
Kröte	lowA_highS
Meise	lowA_highS
Flughafen	lowA_highS
Frosch	lowA_highS
Taube	lowA_highS
Tiger	lowA_highS
Stier	lowA_highS
Rotor	lowA_highS
Ziege	lowA_highS
Hyäne	lowA_highS
Singvogel	lowA_highS
Wasserfall	lowA_highS
Krähe	lowA_highS
Motor	lowA_highS
Feuersturm	lowA_highS
Wasserwerk	lowA_highS
Schimpanse	lowA_highS
Kompressor	lowA_highS
Helikopter	lowA_highS
Tiergarten	lowA_highS
Sporthalle	lowA_highS
Schaf	lowA_highS
Küken	lowA_highS
Nachtlokal	lowA_highS
Vogel	lowA_highS
Affe	lowA_highS
Gala	lowA_highS
Elch	lowA_highS
Esel	lowA_highS
Taxi	lowA_highS
Ente	lowA_highS
Kondensator	lowA_highS
Eule	lowA_highS
Rotkehlchen	lowA_highS
Park	lowA_highS
Wald	lowA_highS
Löwe	lowA_highS
Wolf	lowA_highS
Uhu	lowA_highS
Feuerstätte	lowA_highS
Wal	lowA_highS
Notarztwagen	lowA_highS
Meer	lowA_highS
Krankenwagen	lowA_highS
Luftfahrzeug	lowA_highS
Bär	lowA_highS
Hubschrauber	lowA_highS
Wellensittich	lowA_highS
Lautsprecher	lowA_highS
Kommode	highA_lowS
Zigarre	highA_lowS
Joghurt	highA_lowS
Bargeld	highA_lowS
Markise	highA_lowS
Saatgut	highA_lowS
Zutaten	highA_lowS
Diskette	highA_lowS
Kandare	highA_lowS
Schrank	highA_lowS
Bandage	highA_lowS
Schleppe	highA_lowS
Schlaufe	highA_lowS
Prothese	highA_lowS
Bumerang	highA_lowS
Umschlag	highA_lowS
Ausweis	highA_lowS
Webstuhl	highA_lowS
Tupfer	highA_lowS
Stativ	highA_lowS
Sattel	highA_lowS
Ranzen	highA_lowS
Krücke	highA_lowS
Bikini	highA_lowS
Locher	highA_lowS
Krokette	highA_lowS
Lineal	highA_lowS
Fessel	highA_lowS
Ordner	highA_lowS
Armlehne	highA_lowS
Schnalle	highA_lowS
Skizze	highA_lowS
Textilie	highA_lowS
Himbeere	highA_lowS
Kuvert	highA_lowS
Butter	highA_lowS
Reifen	highA_lowS
Paddel	highA_lowS
Feuerholz	highA_lowS
Kartoffel	highA_lowS
Tampon	highA_lowS
Karabiner	highA_lowS
Geschirr	highA_lowS
Behältnis	highA_lowS
Hosenbund	highA_lowS
Zahnpaste	highA_lowS
Geldbörse	highA_lowS
Sohle	highA_lowS
Lanze	highA_lowS
Zügel	highA_lowS
Serviette	highA_lowS
Stichsäge	highA_lowS
Gurke	highA_lowS
Gemüse	highA_lowS
Tabak	highA_lowS
Bleistift	highA_lowS
Filet	highA_lowS
Klebstoff	highA_lowS
Knetmasse	highA_lowS
Feile	highA_lowS
Spind	highA_lowS
Degen	highA_lowS
Nadel	highA_lowS
Waage	highA_lowS
Matte	highA_lowS
Pinsel	highA_lowS
Gerte	highA_lowS
Schrubber	highA_lowS
Paste	highA_lowS
Tandem	highA_lowS
Mappe	highA_lowS
Magnet	highA_lowS
Scheck	highA_lowS
Mango	highA_lowS
Nagel	highA_lowS
Paket	highA_lowS
Wiege	highA_lowS
Haken	highA_lowS
Bindfaden	highA_lowS
Orange	highA_lowS
Zange	highA_lowS
Kiste	highA_lowS
Jeans	highA_lowS
Möbel	highA_lowS
Seide	highA_lowS
Aubergine	highA_lowS
Gabel	highA_lowS
Zwetschge	highA_lowS
Seife	highA_lowS
Bügel	highA_lowS
Maultasche	highA_lowS
Folie	highA_lowS
Brotkrume	highA_lowS
Kajak	highA_lowS
Angel	highA_lowS
Steigeisen	highA_lowS
Traktor	highA_highS
Konsole	highA_highS
Trommel	highA_highS
Drucker	highA_highS
Wischer	highA_highS
Dynamit	highA_highS
Stapler	highA_highS
Seilzug	highA_highS
Roboter	highA_highS
Posaune	highA_highS
Gitarre	highA_highS
Klöppel	highA_highS
Baseball	highA_highS
Alphorn	highA_highS
Pistole	highA_highS
Blinker	highA_highS
Triangel	highA_highS
Roller	highA_highS
Schaukel	highA_highS
Bagger	highA_highS
Peitsche	highA_highS
Saxophon	highA_highS
Flinte	highA_highS
Hammer	highA_highS
Telefon	highA_highS
Klavier	highA_highS
Zapfhahn	highA_highS
Motorrad	highA_highS
Schalter	highA_highS
Geschütz	highA_highS
Knebel	highA_highS
Tastatur	highA_highS
Trompete	highA_highS
Tamburin	highA_highS
Säugling	highA_highS
Keyboard	highA_highS
Computer	highA_highS
Dusche	highA_highS
Knarre	highA_highS
Gewehr	highA_highS
Truck	highA_highS
Karussell	highA_highS
Kanone	highA_highS
Böller	highA_highS
Werkzeug	highA_highS
Walze	highA_highS
Rakete	highA_highS
Moped	highA_highS
Harfe	highA_highS
Blech	highA_highS
Xylophon	highA_highS
Akkordeon	highA_highS
Hebebühne	highA_highS
Klaviatur	highA_highS
Saite	highA_highS
Wippe	highA_highS
Geige	highA_highS
Blasebalg	highA_highS
Rassel	highA_highS
Lasso	highA_highS
Fagott	highA_highS
Dudelsack	highA_highS
Bombe	highA_highS
Mixer	highA_highS
Taktstock	highA_highS
Schleifer	highA_highS
Flöte	highA_highS
Spielzeug	highA_highS
Festwagen	highA_highS
Hobel	highA_highS
Schleuder	highA_highS
Cello	highA_highS
Kühltruhe	highA_highS
Lagerfeuer	highA_highS
Biene	highA_highS
Mäher	highA_highS
Waffe	highA_highS
Säge	highA_highS
Kran	highA_highS
Rednerpult	highA_highS
Motorsäge	highA_highS
Dampfwalze	highA_highS
Trampolin	highA_highS
Blockflöte	highA_highS
Kettensäge	highA_highS
Schlagwerk	highA_highS
Beil	highA_highS
Brecheisen	highA_highS
Schlagzeug	highA_highS
Zahnbürste	highA_highS
Feuerwaffe	highA_highS
Tuba	highA_highS
Brandbombe	highA_highS
Klarinette	highA_highS
Auto	highA_highS
Sprengstoff	highA_highS
