word	animate_prototypicality	natural_prototypicality	inanimate_prototypicality	innatural_prototypicality	
Kind	0.4195875530618045	0.4408525968525454	0.4898079767526724	0.49239778352936237	
Sohn	0.2608404965479054	0.26709100527242	0.2801835772632457	0.2801637045837032	
Tochter	0.27790861903647146	0.3045688862480763	0.3224602244310343	0.3142827200507403	
Frau	0.3955179493096006	0.419789408349417	0.4745682400739525	0.47747014127190524	
Klappe	0.3879382650599037	0.39666259567574214	0.5465351724377463	0.5832905187021915	
Schluck	0.4146553530315027	0.44787441674538664	0.4738922176515552	0.46453836960252304	
Wasser	0.37563327397170787	0.42658808389180525	0.4467327641636869	0.42764100816796335	
Foyer	0.28725392201080335	0.3145888186610779	0.42467744139630703	0.4419800928127269	
Berührung	0.2355055004527009	0.30846111857215897	0.4345324333293854	0.4353460778134163	
Haut	0.3853805179542251	0.42538939827911193	0.43181158650956997	0.4139150349732308	
Zebra	0.6083290322627659	0.5549886835765309	0.42408606629930845	0.4102733432320076	
Schatz	0.4170312425073309	0.4427192581517816	0.45579820807544147	0.44630034151791975	
Zeiger	0.360097109888988	0.4046976678828824	0.5193644348883654	0.5297339006771	
Uhr	0.2664250825160147	0.298099047993474	0.4563684305633733	0.48521895998847275	
Mitternacht	0.42331374396968924	0.4419122727102456	0.468271010537169	0.46575564214535314	
Zeile	0.26997204877419667	0.32028355995591495	0.42662629598029134	0.4322942124182344	
Buch	0.37183983508516283	0.40905724569537827	0.4438902793388001	0.4352841069460015	
Zeit	0.27661065793902395	0.3185123268758536	0.41505860944506945	0.4218565003929575	
Feierabend	0.33703306914728604	0.35350743023653175	0.44016304460867295	0.455780177210902	
Gummi	0.32539011470043633	0.39352099772152727	0.48943873512398506	0.4837682453218244	
Entscheidung	0.27829295015673217	0.32464172599318	0.40085249550614477	0.3998910707763499	
Handeln	0.2551496689963697	0.28302823427809076	0.3249957727694197	0.3230661697409034	
Mann	0.4396066308905041	0.44409990648982334	0.4939425232774384	0.5044853065170746	
Einladung	0.31710749329419885	0.36223456463453496	0.4246931817739199	0.4203280129438228	
Reaktion	0.2054969938262865	0.23801336908278647	0.28819591365284314	0.28657059054850453	
Ewigkeit	0.3174226209987073	0.3413764150031613	0.39433818910342966	0.39711558860125806	
Sterben	0.35244331416801433	0.3909573851325976	0.3956672695126444	0.3780833501057437	
Steigung	0.1613677577588627	0.2283864744131956	0.32538296833819436	0.321027942160131	
Pedal	0.17708652815860426	0.20043697581978015	0.37774555581754266	0.41605349072210585	
Bedeutung	0.27453148228661584	0.3183858794190335	0.34747022872596334	0.33447683675219264	
Gefängnis	0.2836690816061578	0.31422598983647343	0.39910334801106107	0.40786439783739337	
Auge	0.338136171625427	0.3625500863345794	0.3716691447442715	0.3618919111981451	
Röhre	0.2768646819493811	0.3227764541427097	0.44089506944470047	0.45187709013002664	
Zeitreise	0.3676950670839416	0.3973288004134672	0.4324493769394615	0.42744757084194973	
Abenteuer	0.41779010391273474	0.4208248801057456	0.38029546519883106	0.36627010350548495	
Augenblick	0.38980514675035005	0.41370742563116847	0.5196807910020953	0.5371085981153505	
Moment	0.35181527267459356	0.38961835766956976	0.528975809965046	0.5494325806114156	
Zeitschrift	0.2939695907840736	0.32180920569955385	0.3786353102968939	0.380767091502499	
Umstand	0.3016459347601761	0.34602364879763314	0.37551083247099437	0.36230557086974413	
Tür	0.3611300128012893	0.38417903198659753	0.5388978346290239	0.5704595542547929	
Ergebnis	0.22467858872130098	0.26365288666604947	0.3189638479906016	0.31572649226226435	
Hand	0.3470094291264161	0.39243656835033613	0.5554686983589529	0.5790405009053603	
Mitte	0.321300910071287	0.36619066517891685	0.4494584150418317	0.45101821733307124	
Brille	0.43514737029381423	0.4407296161369769	0.5395367712986225	0.5633019920707462	
Glas	0.2886694378938133	0.37063945669881626	0.49672931988959745	0.49321294374287683	
Tisch	0.33291657603611635	0.4090652721573069	0.5781273239828375	0.5892066206955429	
Rechenschaft	0.26972939311532496	0.2960819740625986	0.39349309845780234	0.40775333475451014	
Sinn	0.2768959387039014	0.3123055261626384	0.40095022658871515	0.4085401551787715	
Öl	0.2540660852294412	0.3696203420813243	0.4402616261506056	0.40577188894870864	
Raum	0.28114639444570955	0.3238149910518442	0.4335928680932033	0.44372754864826414	
Million	0.35927797938960127	0.3667950751476625	0.3960542441709112	0.39967646198405915	
Zelt	0.3847457739601796	0.4143779859126935	0.5099030260976115	0.5217670752517101	
Naht	0.27724509219330395	0.3111686612176454	0.40068040896570856	0.4092001295452887	
Zeremonie	0.23375045339076594	0.29331507476411445	0.36851766161264243	0.3612902990545207	
Altar	0.22535646601490933	0.2814700644753484	0.40031719497859064	0.40693631729928237	
Ding	0.37587416183794564	0.4224053402354495	0.5390291801199282	0.5490049279996747	
Sache	0.28951438965828613	0.33764545967857296	0.4575674580594764	0.4679885636410477	
Hütte	0.29856948952419016	0.3320249499717395	0.39186846527395325	0.39223119326861866	
Rotwein	0.21564064994464704	0.3593824307827098	0.3784505577711754	0.3165831081717947	
Hose	0.45332909140486266	0.47951515737991157	0.5802380235794992	0.5949449455964497	
Hemd	0.40308076826995043	0.43450221006841416	0.5372084102784132	0.550199498056393	
Haar	0.37883050734920776	0.4242002173926869	0.43296824425713876	0.4132665114336297	
Mal	0.34764863354123476	0.39417068136276656	0.5047449229931612	0.5131164075139946	
Ziffer	0.2924983725537117	0.3060177949322327	0.38951864941673797	0.40575571871418226	
Zigarette	0.3569229455632632	0.42502152607811294	0.565170058934102	0.5718060481874842	
Mundwinkel	0.4170723186153533	0.4281462581841853	0.4613658164139336	0.4642747493475313	
Dämon	0.4692250542884985	0.46435576564614345	0.41705259181014354	0.40463344793964695	
Zivilisation	0.310178920429079	0.32869253512099483	0.33786383327517966	0.33091802182286023	
Menschheit	0.3117328072315295	0.32406401606884216	0.33861801891322496	0.33603742725598273	
Schulter	0.43282496685175964	0.44003541808520397	0.5341699542073401	0.5558797525373597	
Zubereitung	0.2927092729065399	0.4168728636441984	0.4504144146963205	0.4014309264710696	
Welpe	0.5565049104815957	0.49905733169671995	0.3886350371260576	0.38261718771872855	
Ruhe	0.24711979023930875	0.2650989961612952	0.34963808802735397	0.36423893948472374	
Zufahrt	0.2344179386340196	0.2806197233442884	0.34703390209272933	0.34353020909065735	
Strecke	0.23280995412744776	0.27667155760654194	0.33886807105724026	0.3352715624116429	
Meter	0.2324393140237696	0.2722658028619266	0.42650202036894025	0.45055167012741226	
Garage	0.3587602746988776	0.3990926139124147	0.5440842497707885	0.5649267899399274	
Letzte	0.3447497620209703	0.35115967120033087	0.3728180262886931	0.3748683230094074	
Zufriedenheit	0.22172856680100073	0.24088082735309257	0.29640373618229643	0.3024123046722118	
Wärme	0.26396936146010774	0.32032029540705786	0.3803754069020837	0.3703019314214764	
Zugvogel	0.5104123057948676	0.4297810655390357	0.2991198781579836	0.29830798912782763	
Jahr	0.3956086898339428	0.4458660592818341	0.4824755638656848	0.46825718654598736	
Zukunft	0.3388247312961872	0.3701517273096778	0.40943507411238356	0.4049028469794822	
Junge	0.4843340907024758	0.5072052393844171	0.4693253215192601	0.446655536676952	
Möglichkeit	0.2710041820080036	0.30433178417164	0.4177365254789467	0.43324264962675785	
Zunge	0.43109386138062455	0.4560400942152133	0.48817353896749016	0.4843128156421339	
Hirn	0.36052040932699125	0.3909302044663312	0.4281854840535899	0.4234440110060661	
Knochen	0.38902730183769063	0.39616495950438413	0.4255582697576672	0.4293033362952161	
S	0.1513075553333214	0.1882411628669105	0.25761820887064246	0.25948801250760467	
Zusammenhang	0.26842332125419954	0.3061394154508159	0.37674355493126455	0.37823885078415875	
Zentimeter	0.255259300961316	0.3060151846127783	0.3154343597193827	0.2937966846665506	
Unterfangen	0.28050871559603785	0.3052968851270068	0.39125642890942136	0.4030010861326967	
Tod	0.2981213344807362	0.32197385318588134	0.36071671096726465	0.35961748094205137	
Auto	0.3667932533056656	0.39216955646614116	0.5011011299965655	0.5187448700351912	
Mimik	0.40409792655561194	0.3518602120029113	0.35511231453471437	0.3789812337209779	
Fremde	0.3856404752404887	0.40181410461192446	0.39964980684130236	0.3903834407725958	
Waffe	0.35782420714191066	0.3581434630395335	0.4876785881211083	0.5227212539616761	
Funk	0.3304364786982419	0.32856368973451455	0.4257126989240402	0.452783401006817	
Zwei	0.36530604959890434	0.4018691654261012	0.47382840352515787	0.4759426429160363	
Atem	0.3345424167552913	0.3707490807776035	0.4276227352375551	0.4257706021662606	
Beamter	0.21447767841265164	0.22431109804385108	0.2516762753238604	0.254135604018048	
Weile	0.34096541901002686	0.3889793128907627	0.49399566979645804	0.5001401885679335	
Ente	0.6221809875479553	0.5885642428912382	0.472257530631778	0.4533584393026102	
Kerl	0.4874432997642557	0.5001313349468359	0.5351832408580672	0.537644182266478	
Nacht	0.4280156467737284	0.46066530173146325	0.48212817219052995	0.4717217021063793	
Begegnung	0.3419208371867336	0.3647386445406955	0.36958212647906385	0.35933496588330804	
Garten	0.3502227336885966	0.47045070371371844	0.48108234812483996	0.42733010455383647	
Unterwäsche	0.3350325803575578	0.3653452846086337	0.49683157625036034	0.5186029811272816	
Einheit	0.19125645747993725	0.21595822214359928	0.3251948444071049	0.3437697294366746	
Stufe	0.16010640240728713	0.19620844262238823	0.27678988072277133	0.28215588149059756	
Neid	0.2583984534658488	0.3097207045301811	0.3106578278666918	0.28637288999838106	
Arroganz	0.2863529580175648	0.31839659815670296	0.3821438845465792	0.38429070329224746	
Brunnen	0.3466081230874699	0.3936906898944955	0.4483689416531701	0.440829754879972	
Sportplatz	0.2712833933766632	0.3174489556310387	0.35619678800336896	0.3448495659194606	
Richtung	0.2613902537366519	0.2967461391294507	0.3779556560034749	0.3835352571630821	
Zwerg	0.4908812216446392	0.5011373608366209	0.3893551560455506	0.3518090421146123	
Ecke	0.3755719576701231	0.4248252607419165	0.5163106271831166	0.517986632153321	
Eindruck	0.18981283346981348	0.2397506007072372	0.3636816803796483	0.37469203627111825	
Anwesenheit	0.2215352420156771	0.244831739016504	0.2643309086231078	0.25833242223182595	
Phantom	0.4610377302084854	0.450995676432036	0.4650316959345938	0.47221116498656834	
Zwilling	0.40581362252590303	0.39079703659257503	0.37240864529138173	0.37297830308285507	
Zwischenraum	0.24025586691966794	0.2837602395159251	0.44031652471390437	0.46328932409424795	
Sprung	0.35480285141160417	0.37524412851352174	0.43667936188818457	0.44334255903820474	
Dunkeln	0.34445952605999297	0.36463690489084577	0.3967954254158116	0.3954129584655578	
Felsen	0.38326176912259347	0.446016823954388	0.4412924553302686	0.40974914401802354	
Licht	0.2794163203990836	0.3586929036650177	0.4339396549160477	0.41745926009295176	
Vorhang	0.3462372150439088	0.3906743524181313	0.5246371995085181	0.5405285333744447	
Stoff	0.2846258501063186	0.33380620125235927	0.39965823646507026	0.39446546659083714	
Diktator	0.2881012423009952	0.2829715456450992	0.3058014717310633	0.3136948540067601	
Mittel	0.17760866632892958	0.22296324607117013	0.27491597093061904	0.26792706337154204	
Angehörige	0.14398868094830752	0.147846057509895	0.17140377061202028	0.17577787674217005	
Spezies	0.44936572433183686	0.41913831345136	0.26916303303581224	0.23979054334978134	
Form	0.25929516612670445	0.2828581066006006	0.36962131748287863	0.3822227931760258	
Größe	0.368802411806362	0.36127907376195467	0.3616158862071319	0.3640728443120733	
Farbe	0.3545151935440721	0.43952197835670104	0.4602264122427939	0.4255895312949318	
Spaß	0.389735302066619	0.4160965186365665	0.4904797756334034	0.49792213498902693	
Treppe	0.3188635502991106	0.36926957032599594	0.4970391921870475	0.5085156301288544	
Brücke	0.3439599746580482	0.3661021293575546	0.4215238911799277	0.42574838859106134	
Turm	0.3512087201809705	0.3835432079541463	0.45381432115665843	0.45745647362693287	
Wiese	0.42106405005859315	0.5151545651671673	0.5049025728303036	0.4571880022784429	
Einzige	0.3662842871745512	0.3846616329120125	0.373397428599614	0.36062102626298453	
Einlaß	0.351813889905209	0.383402701358482	0.4912232648582988	0.5057249805587873	
Musik	0.30537161473366947	0.3492757029900879	0.4381008353514433	0.4417218141387491	
Küche	0.32327017157819293	0.41963521987126173	0.48387662354999994	0.4562688389293317	
Park	0.35339961869376424	0.39668307302994843	0.38657108458185085	0.3626249997282467	
Aufzug	0.3413124659942943	0.35940295225584906	0.4955518626682123	0.5242688907187211	
Lager	0.16807167110271382	0.21477021503291316	0.342132528469435	0.3556696654252186	
Hund	0.6711607661353177	0.6135307192174457	0.5448711010642712	0.5502854475215353	
Fenster	0.31977275550195183	0.355872562104653	0.4887445906520499	0.5082710289471785	
Kronprinz	0.27847365785058187	0.2948020099976223	0.30958676191028234	0.30532118128349284	
Fuß	0.2774364670799986	0.31088284839078795	0.4251647344341585	0.4408419725875957	
Gast	0.2563243218063561	0.2853345280254518	0.312977739431218	0.30650892530429275	
Teich	0.41138290060481286	0.441571323086404	0.41383999239532965	0.3908462143871819	
Profit	0.2977058480853074	0.3340158681560128	0.3796655627026033	0.37473411191940853	
Arbeit	0.24547316564111754	0.27730183744029446	0.3596896606780089	0.3672807266947822	
Atemzug	0.3289377829857958	0.3323199367174712	0.39666654712693195	0.41212207736507156	
Sonne	0.3524937748363701	0.42317257475381576	0.44236746752400924	0.4139478205758711	
Lebensabend	0.22589733803588719	0.23103227903103185	0.22182307306987736	0.21618002085434473	
Schweiß	0.3072431202949466	0.3443827952532925	0.4200792635052838	0.42314964526967636	
Wahl	0.26917202407022445	0.31456436974120394	0.3845617890739501	0.38233078711293833	
Mahlzeit	0.32081668248298567	0.3947212500905004	0.42843894299391516	0.4026892993147513	
Platz	0.24177158523177134	0.2800568459352737	0.3425701893214017	0.3416170271931509	
Leid	0.24991671121604486	0.2816423416629391	0.31743227120935225	0.3120072684282138	
Nachwuchs	0.39945488143443786	0.38203677161767025	0.31018965919171304	0.29691881678964194	
Vorwurf	0.2687912090878004	0.30137988411260397	0.3608800650143591	0.3616384467184688	
Unverständnis	0.2580065120087289	0.2882580881111054	0.3751169850132684	0.3846523367386874	
Gelegenheit	0.3325619475671734	0.3760711415505924	0.47634564076888686	0.48327335912979064	
Besuch	0.2713571767216095	0.30027605985968764	0.3452677717110979	0.34365420648464773	
Ordnung	0.17493682435655133	0.19202954177880838	0.21581837840045848	0.21403520987074454	
Unterhaltung	0.3096597525842507	0.3308649650718799	0.38558214324611373	0.3901473457245612	
Oberfläche	0.2330459725827282	0.31250739216520196	0.40350922526437905	0.3914965475111779	
Seite	0.30664449590815246	0.35339501647292093	0.4435234416623526	0.44618765673511174	
Flasche	0.36169528145563423	0.4467387122607809	0.5872956424205127	0.5861860420843975	
Sekunde	0.2882893060763767	0.2976401275075603	0.36936546931242553	0.38424752320587097	
Zufall	0.3917685607511767	0.4285590816108731	0.4571257354787104	0.4469016843491511	
See	0.35998855111644357	0.3691160019024302	0.345520249414105	0.33359208700240695	
Elfe	0.5562932675955806	0.5520646617843653	0.4735880513735946	0.4518772200534227	
Mißgeschick	0.4820587523505736	0.46261919785239325	0.4284585259498239	0.4264271247461655	
Vergnügen	0.3587508607450516	0.389748147342754	0.434514793230802	0.4316103330432052	
Direktor	0.23696590210478186	0.25755731937808113	0.29632609605229576	0.29692984680627	
Polizist	0.3857909265841094	0.3824946443623427	0.430250070864326	0.44397840623508156	
Finanz	0.18429467926502408	0.23007659985795237	0.2725045696487567	0.2626299697497496	
Turner	0.3216610435490792	0.36146883253100626	0.4019748769513627	0.3939106289215655	
Art	0.36192840827554384	0.3970342598753591	0.4003384960038341	0.3839100917465137	
Denken	0.28924601625715607	0.31891515856570807	0.3964999095657735	0.40361267013232904	
Studieren	0.19363062479127469	0.23213334231107563	0.29636134412003867	0.2959339945503394	
Beton	0.25606394216023753	0.32708379365919316	0.45317412321021666	0.45482688212940214	
Dunst	0.31412576820379756	0.41004891193486537	0.42761894813977763	0.38717270070421417	
Müdigkeit	0.25613372776282217	0.30302293757463106	0.32058823294632444	0.30301958483594227	
Ziel	0.25030878546786806	0.28227270149963746	0.3393271462267935	0.33974599713148224	
Alternative	0.2968755662860364	0.34839348338760756	0.42716060444043435	0.4244653365361375	
Welt	0.3458321973158389	0.36325460185524483	0.38634647519203513	0.3836961714982916	
Tätowierung	0.3599889349806471	0.36499521783055355	0.41986480662918535	0.43181986193523536	
Bahnhof	0.272035076407777	0.3179586710157485	0.401746300031276	0.40312273626892337	
Betrieb	0.23794389274794636	0.270884700542682	0.358040184679584	0.3664744490205205	
Ende	0.31895057821046435	0.3557246722559382	0.4510107648943067	0.4597011342076358	
Landung	0.31852950983021255	0.34844291853034093	0.381594609193296	0.3760613030868223	
Morgen	0.35662766615439423	0.4073028695351947	0.4440485373075661	0.4297932880912769	
Überraschung	0.39949158278854635	0.443583260504153	0.4815953370074686	0.470612681909213	
Gedanke	0.31752917360139843	0.35593297728374407	0.446401805460934	0.45299280840418155	
Mutter	0.3648498735467838	0.38910088509844976	0.41165941721906485	0.40564031195285044	
Schuld	0.2842376807149116	0.31963413044654787	0.3747800042903955	0.37297197593068043	
Schicksal	0.3432462661710505	0.3548519670562825	0.34162693561636603	0.33150665750359765	
Bild	0.3247679837122437	0.37632270260788514	0.42030505080028835	0.4077661128888197	
Anfang	0.3783730999011675	0.42776978652227604	0.5070288076164119	0.5052057860266711	
Schritt	0.25700438359803957	0.2833887707607343	0.38696282024417594	0.4029729954144037	
Abend	0.3431649611397113	0.38933740866642463	0.45446289925645367	0.45028142934299875	
Luft	0.34204601930898315	0.38451813427487	0.4767141356993727	0.48183072650766623	
Schreck	0.4897069194616661	0.48659080781032515	0.5076677387816222	0.5135252684939801	
Glied	0.23422514008666018	0.23476043633737897	0.3008125760140954	0.31835165610800287	
Baum	0.43609095618227656	0.5530982608075441	0.5111681766666938	0.4439256595643388	
Fehler	0.21901411932644588	0.2599612956013908	0.3366802907183791	0.3385422703474974	
Vortag	0.25802090912150843	0.30864715240627505	0.3597713622640677	0.3498652921763753	
Koffer	0.44316673864822476	0.46229515996005155	0.6064867924582082	0.6366662099748088	
Wahrheit	0.3381847732455683	0.3711453516824428	0.4411972605667236	0.4445277181224696	
Antwort	0.33864634395683546	0.3618579777266	0.4308649539551802	0.4384151241575722	
Mark	0.29759735345027294	0.331442768594836	0.37983845091731583	0.37681748705579077	
Arbeiterin	0.3347745741947271	0.3314161325620333	0.3296953471450509	0.3297511046158683	
Geräusch	0.4217221712216044	0.41419477673132876	0.4808944567534048	0.5017781683666155	
Situation	0.29874997134709425	0.3033952499561866	0.36346114571905064	0.37722471732662366	
Spektakel	0.33679082717050046	0.348331133813086	0.40424264510645647	0.4135347420514559	
Ursache	0.2572540296474921	0.2843976804403837	0.30367905535758477	0.2957298029693908	
Bauchschmerz	0.31279479956533685	0.33954439795149005	0.3270493420975815	0.3102144111751275	
Übelkeit	0.20147515735216293	0.2672314356014509	0.27783195745955247	0.24974338379479366	
Ärztin	0.23138191620265136	0.2654314419645616	0.3053870046921059	0.3001089933377308	
Sein	0.3399538364461999	0.3779533881938473	0.4495475904700559	0.4509715651122702	
Berechtigung	0.22499342521991006	0.2496160210492765	0.3387316666982496	0.3516055806201077	
Troll	0.4561179368528495	0.4627989116814806	0.45749303129997787	0.45152776835591757	
Prinzessin	0.37101411600581025	0.39626749596842026	0.3763287294698652	0.3579249407817352	
Lösung	0.18710116929490572	0.2234687967769926	0.32370380721754866	0.33436902073369446	
Vorliebe	0.356586512670509	0.4228753917842709	0.4546807225784717	0.4318128698092256	
Straße	0.29610470768993635	0.32661379912425115	0.37566446306895807	0.3743761876091032	
Land	0.2959994719062702	0.3421078962807421	0.37960507783133646	0.3678589470602158	
Weise	0.3222697224345277	0.33619177537099654	0.3980634827329512	0.40796617767100596	
Flüssigkeit	0.23695210927942123	0.3168806593524802	0.4217567244536091	0.4134015335417942	
Korn	0.32183237360987116	0.42622258818148895	0.4867891613808264	0.4544409160356315	
Wille	0.2632562640574967	0.27984565440847575	0.3364662203176211	0.3438426192907954	
Schlaf	0.3709747145293685	0.3773882642356041	0.4194965493111572	0.4271927084138505	
Frage	0.3310853641532572	0.35452611333609085	0.4294403400953004	0.4385617985691034	
Aufmerksamkeit	0.3258013296235609	0.33788697710170934	0.39625064174381086	0.4060103932267072	
Amt	0.17826122486787643	0.20753010836926955	0.27164922411464676	0.2755133469434239	
Bitte	0.2969468299751463	0.34634723279036206	0.44134578097714483	0.44417650273584397	
Buchstabe	0.3070095615988888	0.32233653615566227	0.35067147942799504	0.3505777113216544	
Satz	0.2374640592980135	0.2776954144226438	0.3901133547223029	0.40224859480037334	
Grund	0.34657681611942204	0.38892869330980306	0.4392173988566488	0.43263927337780905	
Gegend	0.30831456831493775	0.3851922721328309	0.39817231298502187	0.36527628026793635	
Schauplatz	0.24679642111842748	0.27899925688768434	0.28806764346203095	0.27494750175644667	
Dämpfer	0.21942433929421445	0.2761324333625712	0.46776343338274085	0.4945092873160126	
Abendessen	0.32531891600373986	0.3964918039739328	0.4477925305487003	0.4282183036184164	
Heimfahrt	0.3603244111309921	0.3856215521582742	0.43612892554471805	0.4374666073207789	
Magen	0.3728320479508409	0.41030344397730345	0.3922538594463776	0.3687166932612387	
Bewährungsprobe	0.34412729837317313	0.389096588171299	0.45309999209337704	0.4491584066322817	
